parent_asin,happier_group
B08JTXCYB6,100% verified are happier
B08JTXYX4J,100% verified are happier
B08JTYB2GB,100% verified are happier
B08JTZJRYK,Sentiment is neutral for both
B08JV19KKJ,100% verified are happier
B08JV1CW8Z,0% non-verified are happier
B08JV25NDJ,Sentiment is neutral for both
B08JV268XY,Sentiment is neutral for both
B08JV332JX,100% verified are happier
B08JV3PBH6,100% verified are happier
B08JV3Z49M,100% verified are happier
B08JV45HXM,100% verified are happier
B08JV8NS5V,100% verified are happier
B08JVKK2CB,100% verified are happier
B08JVQTQ11,100% verified are happier
B08JWSWH79,100% verified are happier
B08JX1X5XV,100% verified are happier
B08JX5P77N,100% non-verified are happier
B08JXB38MS,100% verified are happier
B08JY8XPD1,100% verified are happier
B08JYCT3C7,0% non-verified are happier
B08JYD3H4T,100% non-verified are happier
B08JYD6JD6,100% verified are happier
B08JYF69VN,0% non-verified are happier
B08JYG9FQW,100% verified are happier
B08JYHR44L,Sentiment is neutral for both
B08JYJVNYL,100% verified are happier
B08JYLSD57,100% verified are happier
B08JYNWSLR,0% non-verified are happier
B08JYPGX8B,0% non-verified are happier
B08JYVQWYS,0% non-verified are happier
B08JYXLKPY,100% verified are happier
B08JYYPHX1,Sentiment is neutral for both
B08JZ2SL9X,100% verified are happier
B08JZ36GQC,100% non-verified are happier
B08JZ4HT16,100% verified are happier
B08JZ935NR,100% verified are happier
B08JZD8HN4,100% non-verified are happier
B08JZF4KB8,0% non-verified are happier
B08JZHF4SX,100% verified are happier
B08JZHPGN6,100% verified are happier
B08K11N2Z7,100% verified are happier
B08K24CGPD,100% verified are happier
B08K2FRW4W,100% verified are happier
B08K2HFMZ1,100% verified are happier
B08K2J2WW5,100% non-verified are happier
B08K2MG1DT,0% non-verified are happier
B08K2MYBZY,100% verified are happier
B08K2P1TNV,100% verified are happier
B08K2P22K7,100% verified are happier
B08K2PVMQ7,Sentiment is neutral for both
B08K2Q9741,Sentiment is neutral for both
B08K2R2JHB,100% verified are happier
B08K2RBRJN,100% verified are happier
B08K2RG2N8,100% verified are happier
B08K2RNJBJ,100% verified are happier
B08K2V6T4Y,0% non-verified are happier
B08K2X112W,0% non-verified are happier
B08K2X66SC,100% verified are happier
B08K2Y834P,100% verified are happier
B08K2YRPHK,100% verified are happier
B08K32K71T,Sentiment is neutral for both
B08K36QW8Q,100% verified are happier
B08K37T4S7,100% verified are happier
B08K37Z955,100% verified are happier
B08K392WND,100% verified are happier
B08K3KWYBK,0% non-verified are happier
B08K3MHFHX,100% verified are happier
B08K3N1GSC,100% verified are happier
B08K3RCPK6,100% verified are happier
B08K3RK5MK,100% verified are happier
B08K3XQDGD,100% verified are happier
B08K412M3D,100% non-verified are happier
B08K41B227,100% verified are happier
B08K42D738,100% verified are happier
B08K48ZJZ1,100% verified are happier
B08K497M2M,100% verified are happier
B08K49R9YZ,100% verified are happier
B08K4CCS2L,83% verified are happier
B08K4DHLZN,0% non-verified are happier
B08K4HH2KV,100% verified are happier
B08K4T9BQ4,100% verified are happier
B08K5J98S2,100% verified are happier
B08K6ZK184,100% non-verified are happier
B08K74JDZN,100% verified are happier
B08K76R383,Sentiment is neutral for both
B08K78GGGX,0% non-verified are happier
B08K78QMB3,100% verified are happier
B08K7GH69Q,100% verified are happier
B08K7GSZLL,100% verified are happier
B08K7J1HLB,100% verified are happier
B08K7L8HWZ,100% verified are happier
B08K7MR6HV,100% verified are happier
B08K7PWX75,100% verified are happier
B08K7Q1WMX,100% verified are happier
B08K7QS4L6,0% non-verified are happier
B08K86KVP3,100% verified are happier
B08K87LSLC,Sentiment is neutral for both
B08K8CCGDY,100% verified are happier
B08K8D32NG,100% verified are happier
B08K8DNZYQ,100% verified are happier
B08K8DYLCX,Sentiment is neutral for both
B08K8F63CF,100% non-verified are happier
B08K8F9B46,0% non-verified are happier
B08K8FM87J,100% non-verified are happier
B08K8FPBJ4,100% verified are happier
B08K8FVVH5,0% non-verified are happier
B08K8G8XRF,84% verified are happier
B08K8KK33B,100% non-verified are happier
B08K8NMK58,0% non-verified are happier
B08K8P7LN6,100% non-verified are happier
B08K8PNV5N,0% non-verified are happier
B08K8QS117,100% verified are happier
B08K8VB5FK,100% verified are happier
B08K8VRXNQ,100% verified are happier
B08K8X8C3V,100% verified are happier
B08K8XRKLN,100% verified are happier
B08K8ZWBDW,100% verified are happier
B08K92MQ2P,100% verified are happier
B08K973YZV,100% verified are happier
B08K9B8B4X,100% verified are happier
B08K9D48PN,100% verified are happier
B08K9F83LK,100% verified are happier
B08KBMYML7,100% verified are happier
B08KBQNDJC,90% verified are happier
B08KBSRXJK,100% verified are happier
B08KC1BSDF,100% verified are happier
B08KCHLZHK,100% verified are happier
B08KCLQ33Y,100% verified are happier
B08KCNQJX2,100% verified are happier
B08KCNSYKZ,100% non-verified are happier
B08KCQFZG5,100% verified are happier
B08KCTHZGG,0% non-verified are happier
B08KCW7CH6,0% non-verified are happier
B08KD2XZSD,100% verified are happier
B08KD5WS8H,100% verified are happier
B08KD86KNC,100% verified are happier
B08KD8VTW4,100% non-verified are happier
B08KD91QZS,100% verified are happier
B08KD9H5FR,100% verified are happier
B08KDBZ8YC,100% verified are happier
B08KDDWQL9,100% verified are happier
B08KDFQF7V,100% verified are happier
B08KDG6M7T,100% verified are happier
B08KDHGR1B,100% verified are happier
B08KDJP7HZ,100% verified are happier
B08KDJWXF6,100% verified are happier
B08KDK8N4Q,100% verified are happier
B08KDNCT4G,100% verified are happier
B08KDNNFYV,100% verified are happier
B08KDPNP7D,100% verified are happier
B08KDQN1MH,100% verified are happier
B08KDT668S,100% verified are happier
B08KDTRHSL,100% verified are happier
B08KDX1RTW,100% verified are happier
B08KDX4DPP,100% verified are happier
B08KF3RN41,100% verified are happier
B08KF4FY5S,100% non-verified are happier
B08KFGKZ9J,100% verified are happier
B08KFHC5HH,0% non-verified are happier
B08KFLSZZK,100% verified are happier
B08KFM5GF8,100% verified are happier
B08KFM72G8,0% non-verified are happier
B08KFNQYBC,0% non-verified are happier
B08KFS9684,Sentiment is neutral for both
B08KG45NS1,100% verified are happier
B08KG48M5L,100% non-verified are happier
B08KG5XYXR,100% verified are happier
B08KG8787Z,100% verified are happier
B08KGC41YF,Sentiment is neutral for both
B08KGD99VK,100% verified are happier
B08KGK49DG,100% verified are happier
B08KGK4H4N,Sentiment is neutral for both
B08KGK5FGX,100% verified are happier
B08KGKN4FF,100% verified are happier
B08KGL3Z9T,100% verified are happier
B08KGSDF26,100% verified are happier
B08KGVXKR3,Sentiment is neutral for both
B08KGXFGFW,100% verified are happier
B08KGYT7K1,100% verified are happier
B08KGZ8VZ6,100% verified are happier
B08KH12HBJ,100% verified are happier
B08KH19VS7,0% non-verified are happier
B08KH4F9GJ,100% verified are happier
B08KH65PQF,100% verified are happier
B08KH8VKYZ,100% verified are happier
B08KHCMN8X,Sentiment is neutral for both
B08KHLDNRM,100% verified are happier
B08KHNHQVH,100% verified are happier
B08KHQ257J,100% verified are happier
B08KHQFZJB,Sentiment is neutral for both
B08KHSB33G,100% verified are happier
B08KHSBL34,100% verified are happier
B08KHSNVHN,100% verified are happier
B08KHZ1X52,100% verified are happier
B08KHZ5QXP,0% non-verified are happier
B08KHZXLDJ,100% verified are happier
B08KJ7N66P,100% non-verified are happier
B08KJ8K4JC,Sentiment is neutral for both
B08KJF6VFH,100% verified are happier
B08KJF6Y6C,100% non-verified are happier
B08KJFYFLN,100% verified are happier
B08KJH2SSJ,100% non-verified are happier
B08KJKLLWL,100% verified are happier
B08KJN96DN,Sentiment is neutral for both
B08KJQYH75,100% verified are happier
B08KKF5RW7,100% verified are happier
B08KKV4V23,100% verified are happier
B08KLD4SVT,100% verified are happier
B08KLG9B83,0% non-verified are happier
B08KLGPTHV,100% verified are happier
B08KLH1GJS,100% verified are happier
B08KLSJB1G,100% verified are happier
B08KN74BR7,Sentiment is neutral for both
B08KNNVWN1,0% non-verified are happier
B08KP2FM1C,100% verified are happier
B08KP5LLZG,100% verified are happier
B08KPJQXSX,100% non-verified are happier
B08KPSJ7M2,100% verified are happier
B08KPV65HK,100% verified are happier
B08KPVYZY9,100% verified are happier
B08KPWS7LS,0% verified are happier
B08KPWYH7B,Sentiment is neutral for both
B08KQ368G9,0% non-verified are happier
B08KQ3M917,0% non-verified are happier
B08KQ3NG9S,100% non-verified are happier
B08KQ7CWP2,0% non-verified are happier
B08KQ9K36W,0% non-verified are happier
B08KR3F1VK,100% verified are happier
B08KR817DC,100% non-verified are happier
B08KR8B4JX,Sentiment is neutral for both
B08KR8Q7JL,100% verified are happier
B08KRDKZ6K,100% verified are happier
B08KRGHVX5,100% verified are happier
B08KRHRLJ1,0% non-verified are happier
B08KRNGLS8,100% verified are happier
B08KRNHF3P,92% verified are happier
B08KRPLYJ6,100% verified are happier
B08KRV7778,100% verified are happier
B08KRXP3GJ,0% non-verified are happier
B08KRYLDVN,0% non-verified are happier
B08KSH8VXT,100% verified are happier
B08KSMDB1B,0% non-verified are happier
B08KSPZ7XW,100% verified are happier
B08KSQQVTW,100% non-verified are happier
B08KSRKZVF,100% non-verified are happier
B08KSSKJKM,Sentiment is neutral for both
B08KSW317T,100% verified are happier
B08KSXHSFK,0% verified are happier
B08KT34M7J,100% verified are happier
B08KT37N68,100% verified are happier
B08KT4FB59,100% verified are happier
B08KT4SBVB,100% verified are happier
B08KT55XP1,100% verified are happier
B08KT5GGK5,Sentiment is neutral for both
B08KT5XMJJ,100% verified are happier
B08KT7394N,100% verified are happier
B08KT9C567,100% verified are happier
B08KTCZYNQ,100% verified are happier
B08KTJ4F29,100% verified are happier
B08KTLF669,100% verified are happier
B08KTPJ91K,100% verified are happier
B08KTW7BXV,0% non-verified are happier
B08KTXW869,100% verified are happier
B08KTY8WG7,100% verified are happier
B08KVM4J82,0% non-verified are happier
B08KVP2G5T,100% verified are happier
B08KVPZVMY,Sentiment is neutral for both
B08KVS882S,0% non-verified are happier
B08KVTGCJ1,100% verified are happier
B08KVTJJZD,100% verified are happier
B08KVWXYQG,0% non-verified are happier
B08KVY2DV4,Sentiment is neutral for both
B08KW119Q2,100% verified are happier
B08KW15N2L,67% verified are happier
B08KW1T8QS,100% verified are happier
B08KW2HKGN,100% verified are happier
B08KW32B98,100% verified are happier
B08KW478BL,Sentiment is neutral for both
B08KW54K59,100% non-verified are happier
B08KW5DPC5,100% verified are happier
B08KWBR1D1,100% verified are happier
B08KWCD7L7,100% verified are happier
B08KWFSKB7,0% non-verified are happier
B08KWH4WZR,100% verified are happier
B08KWHB8NY,Sentiment is neutral for both
B08KWLPVSN,0% non-verified are happier
B08KWM37GM,100% non-verified are happier
B08KWNDMVM,100% verified are happier
B08KXC64QH,100% verified are happier
B08KXH7YVX,100% verified are happier
B08KXJCN6G,100% verified are happier
B08KXJZZY6,100% verified are happier
B08KXK9FXM,100% verified are happier
B08KXKL6T2,100% verified are happier
B08KXKWRMD,100% verified are happier
B08KXMD4NC,100% verified are happier
B08KXPG1YK,100% verified are happier
B08KXPGFKL,100% verified are happier
B08KXQ78NZ,100% verified are happier
B08KXQN8SH,100% verified are happier
B08KXSC1V1,100% verified are happier
B08KXSJ9YB,100% verified are happier
B08KXV14DV,100% verified are happier
B08KXVZG8C,100% verified are happier
B08KXXRFGP,0% verified are happier
B08KXYFWXJ,100% verified are happier
B08KXZ94WS,100% non-verified are happier
B08KY25CC3,100% verified are happier
B08KY26M94,100% verified are happier
B08KY2KMNF,100% non-verified are happier
B08KY43WTR,100% non-verified are happier
B08KY517Z6,Sentiment is neutral for both
B08KY52H8M,100% verified are happier
B08KY8V5SL,100% verified are happier
B08KYD22LJ,100% verified are happier
B08KZ9MSWR,100% verified are happier
B08KZH2G4G,0% non-verified are happier
B08KZKC4PN,100% verified are happier
B08KZL2HMP,Sentiment is neutral for both
B08KZL5B4Q,100% verified are happier
B08KZLBS7B,100% verified are happier
B08KZLLK81,100% verified are happier
B08KZN1G6L,100% verified are happier
B08KZNMQ72,0% non-verified are happier
B08KZQMR2J,100% verified are happier
B08KZS8CY6,100% verified are happier
B08KZTLGF6,Sentiment is neutral for both
B08KZX7VP7,100% verified are happier
B08KZYKW62,100% verified are happier
B08KZZCFBX,100% verified are happier
B08L147Y8S,100% verified are happier
B08L17FV58,100% verified are happier
B08L1FB2KN,100% verified are happier
B08L1FR54J,Sentiment is neutral for both
B08L1KK9F1,100% verified are happier
B08L1LHLYX,100% non-verified are happier
B08L1M62JX,100% verified are happier
B08L1NC1FF,100% verified are happier
B08L1NGWMZ,0% verified are happier
B08L1SGGTD,100% verified are happier
B08L1W6K12,100% verified are happier
B08L1X8H4Y,100% verified are happier
B08L22GTW8,100% verified are happier
B08L2Z5GF3,100% verified are happier
B08L314HQW,100% verified are happier
B08L334N8V,Sentiment is neutral for both
B08L33PXJF,100% verified are happier
B08L364N13,0% non-verified are happier
B08L37D7WV,100% verified are happier
B08L38PSZ1,0% non-verified are happier
B08L39JH4P,100% verified are happier
B08L3BG82Z,0% non-verified are happier
B08L3C8NWX,100% verified are happier
B08L3FDF1R,100% verified are happier
B08L3FF2XX,100% verified are happier
B08L3GRQS8,100% verified are happier
B08L3GVKNF,100% non-verified are happier
B08L3J4FB9,100% verified are happier
B08L3J777G,Sentiment is neutral for both
B08L3K1T2T,100% verified are happier
B08L3P9LLH,100% verified are happier
B08L3PP3Y9,100% verified are happier
B08L3QKHRJ,100% non-verified are happier
B08L3TDFTL,100% verified are happier
B08L3W279N,100% non-verified are happier
B08L3W8DQC,100% verified are happier
B08L3ZX6JF,100% verified are happier
B08L4262DC,100% verified are happier
B08L42CG81,100% verified are happier
B08L45KTF6,100% verified are happier
B08L45SKQL,100% verified are happier
B08L46ZGQV,100% verified are happier
B08L476VVF,100% verified are happier
B08L4B7CHT,100% verified are happier
B08L4HCMLW,100% verified are happier
B08L4HFJCG,100% verified are happier
B08L4HSFWB,100% verified are happier
B08L4JQM8Z,100% verified are happier
B08L4LFT8M,0% non-verified are happier
B08L4NQXVX,100% verified are happier
B08L4NST33,Sentiment is neutral for both
B08L4Q5ZH7,100% verified are happier
B08L4S39CX,100% verified are happier
B08L4TVBR2,100% verified are happier
B08L4WTYYM,100% verified are happier
B08L51853X,100% verified are happier
B08L536RXV,100% verified are happier
B08L54YBCB,100% verified are happier
B08L57LQYM,100% verified are happier
B08L5B34S8,100% verified are happier
B08L5FRH4Q,100% verified are happier
B08L5GY4DS,Sentiment is neutral for both
B08L5JLW5K,100% verified are happier
B08L5JM46L,100% verified are happier
B08L5KN7X4,100% verified are happier
B08L5NMJRN,100% verified are happier
B08L5NYTLZ,100% verified are happier
B08L5NZXV2,100% verified are happier
B08L5Q37H7,100% verified are happier
B08L5Q4J4X,0% non-verified are happier
B08L5X5MH7,100% verified are happier
B08L618YM1,100% verified are happier
B08L61S16S,0% non-verified are happier
B08L647NRM,100% verified are happier
B08L692XDY,100% verified are happier
B08L6CC6CP,100% verified are happier
B08L6CNGG9,100% non-verified are happier
B08L6FJKPS,100% verified are happier
B08L6H2GVN,0% non-verified are happier
B08L6HXCDV,100% verified are happier
B08L6J4YT1,100% non-verified are happier
B08L6KC15P,100% verified are happier
B08L6KTHPX,100% verified are happier
B08L6NCVWL,100% non-verified are happier
B08L6NV64C,100% verified are happier
B08L6VT5BV,100% verified are happier
B08L6WQ4S3,100% verified are happier
B08L6X4Q1N,100% verified are happier
B08L6Y9HP2,0% non-verified are happier
B08L6ZVYK8,100% verified are happier
B08L75RXLN,100% verified are happier
B08L75WM9C,100% verified are happier
B08L7DFCNB,100% verified are happier
B08L7FPVLB,100% verified are happier
B08L7J1CHT,Sentiment is neutral for both
B08L7Q4MZ3,100% verified are happier
B08L7QSM4B,100% verified are happier
B08L7QWZ7G,0% verified are happier
B08L7RLTCR,100% verified are happier
B08L7RX2P1,100% verified are happier
B08L7TL6QW,100% verified are happier
B08L7XV39N,100% verified are happier
B08L7Y8DGN,0% non-verified are happier
B08L7Z569C,100% verified are happier
B08L8481JS,Sentiment is neutral for both
B08L84HYTL,100% verified are happier
B08L89DPH4,100% verified are happier
B08L89JSG6,100% verified are happier
B08L8CZLG3,100% verified are happier
B08L8D2YG4,100% verified are happier
B08L8K3574,100% verified are happier
B08L8KHSCZ,100% verified are happier
B08L8L1FTB,100% verified are happier
B08L8MPDZQ,100% verified are happier
B08L8PD1QQ,100% verified are happier
B08L8PXKXD,100% non-verified are happier
B08L8QCKFD,100% verified are happier
B08L8RDNP7,100% verified are happier
B08L8RQ9HK,100% verified are happier
B08L8RRDP9,100% verified are happier
B08L8Z4QZC,67% verified are happier
B08L8Z9GRB,100% verified are happier
B08L8ZBXBC,100% verified are happier
B08L91QHCP,Sentiment is neutral for both
B08L92M1GC,100% verified are happier
B08L92PNRY,100% verified are happier
B08L93BTG4,100% non-verified are happier
B08L944PYV,100% verified are happier
B08L954JWP,0% non-verified are happier
B08L95PL5H,100% verified are happier
B08L97VCYC,100% verified are happier
B08L98XVQD,100% verified are happier
B08L9BNXJ4,100% verified are happier
B08L9BRMLW,100% verified are happier
B08L9CJ21F,100% verified are happier
B08L9CLYX6,100% verified are happier
B08L9DGNCH,Sentiment is neutral for both
B08L9FH9L4,0% non-verified are happier
B08L9GH175,100% verified are happier
B08L9HCWKC,100% non-verified are happier
B08L9HDTPV,100% verified are happier
B08L9N6T8R,0% non-verified are happier
B08L9Y5SKK,Sentiment is neutral for both
B08LB18QT6,100% verified are happier
B08LB34S52,100% non-verified are happier
B08LB3RX9B,Sentiment is neutral for both
B08LB7R5MH,100% verified are happier
B08LBDGJX5,0% non-verified are happier
B08LBK8Z2H,100% verified are happier
B08LBN74L2,100% verified are happier
B08LBVC4D1,100% verified are happier
B08LBVL2D6,100% verified are happier
B08LCFCCM4,100% non-verified are happier
B08LCJMXFT,100% verified are happier
B08LCT5KKQ,0% non-verified are happier
B08LCXF8RC,100% verified are happier
B08LCXPXVY,100% verified are happier
B08LCYRQ5Y,0% non-verified are happier
B08LCZLNY3,100% verified are happier
B08LD11NLM,100% verified are happier
B08LD274HW,100% verified are happier
B08LD2KM9Q,100% verified are happier
B08LD2MTLQ,100% verified are happier
B08LD4PWDF,0% non-verified are happier
B08LD4VJ3V,100% verified are happier
B08LD4ZX4Z,100% verified are happier
B08LD57BL6,100% verified are happier
B08LD6S1QM,100% verified are happier
B08LD6T1LY,0% non-verified are happier
B08LD81CX6,100% verified are happier
B08LD8FXW1,82% non-verified are happier
B08LD9YQRW,Sentiment is neutral for both
B08LDCX8R4,100% non-verified are happier
B08LDCZLM7,0% non-verified are happier
B08LDGHMVS,Sentiment is neutral for both
B08LDGP111,100% verified are happier
B08LDGWQR5,100% verified are happier
B08LDJ3L8W,100% verified are happier
B08LDL3ZHD,100% non-verified are happier
B08LDMMFXV,Sentiment is neutral for both
B08LDPH6SM,0% non-verified are happier
B08LDPQ73F,100% verified are happier
B08LDS4VL1,100% verified are happier
B08LDZJ2YK,100% verified are happier
B08LFY6Y6V,100% verified are happier
B08LFYBJ58,100% verified are happier
B08LFZ8WT6,100% verified are happier
B08LFZCXCB,0% non-verified are happier
B08LG26RJ9,100% verified are happier
B08LG3LNNX,100% verified are happier
B08LG88SWS,100% non-verified are happier
B08LG9681G,100% verified are happier
B08LG98D95,100% verified are happier
B08LG9HV8S,100% verified are happier
B08LG9NXMH,100% verified are happier
B08LGC8BSL,100% verified are happier
B08LGHHN6H,100% verified are happier
B08LGJ53X4,100% verified are happier
B08LGLVVSG,100% verified are happier
B08LGRFT6Q,100% verified are happier
B08LGY9W9V,100% verified are happier
B08LGZB7K3,100% verified are happier
B08LGZVQNQ,100% verified are happier
B08LH1H437,0% non-verified are happier
B08LH276DH,100% verified are happier
B08LH9DXFQ,Sentiment is neutral for both
B08LHBSXBL,100% verified are happier
B08LHBVTP7,100% verified are happier
B08LHHVFQK,100% verified are happier
B08LHPD6CM,100% verified are happier
B08LJJ2TVQ,0% non-verified are happier
B08LK1S1Z8,Sentiment is neutral for both
B08LKCN56S,100% verified are happier
B08LKDJRRQ,100% verified are happier
B08LKF7TFC,100% verified are happier
B08LKFQ8R9,100% verified are happier
B08LKGZQTV,100% verified are happier
B08LKL1NYT,0% non-verified are happier
B08LKRM911,100% verified are happier
B08LKXT1TK,100% verified are happier
B08LKXYBHH,100% non-verified are happier
B08LKZZZR8,100% verified are happier
B08LL7L1T5,100% verified are happier
B08LL8XXDY,100% verified are happier
B08LM9G7TM,100% non-verified are happier
B08LMC8B6M,100% verified are happier
B08LMFDN1H,100% verified are happier
B08LMHBQF6,100% verified are happier
B08LMK7CN9,100% verified are happier
B08LMLLSLW,0% non-verified are happier
B08LMLQK83,100% verified are happier
B08LMMPJGN,0% non-verified are happier
B08LMN9V82,Sentiment is neutral for both
B08LMSSH3K,100% verified are happier
B08LMST1N9,100% verified are happier
B08LMTF8GM,100% verified are happier
B08LMVW9SL,100% verified are happier
B08LMXPZF3,100% verified are happier
B08LMXQLRF,100% non-verified are happier
B08LMYL8HZ,0% verified are happier
B08LMYR5W5,0% non-verified are happier
B08LN1446W,100% non-verified are happier
B08LN6F975,100% verified are happier
B08LN6RH87,100% verified are happier
B08LN982GK,100% verified are happier
B08LN9RCBW,100% verified are happier
B08LNCWXJS,100% verified are happier
B08LNDDJC1,0% non-verified are happier
B08LNGPY48,100% verified are happier
B08LNJRHR3,100% verified are happier
B08LNKFVFH,100% verified are happier
B08LNL2ZTM,100% verified are happier
B08LNMJL9S,0% verified are happier
B08LNXLZMY,100% non-verified are happier
B08LNZRJXR,100% verified are happier
B08LP1YMHJ,100% verified are happier
B08LP7TNHL,0% non-verified are happier
B08LP9P9T3,100% verified are happier
B08LPBB727,100% verified are happier
B08LPD6YFC,100% verified are happier
B08LPDYCMN,100% verified are happier
B08LPGZMQK,100% non-verified are happier
B08LPH8KGB,100% verified are happier
B08LPNYKDK,100% non-verified are happier
B08LPPH87V,100% verified are happier
B08LPQM8LF,100% non-verified are happier
B08LPS9QXQ,100% non-verified are happier
B08LPTDDLF,100% verified are happier
B08LPTSRNJ,100% verified are happier
B08LPVMSW8,100% verified are happier
B08LQ2KMWX,100% verified are happier
B08LQ6XPTJ,100% verified are happier
B08LQ73YS7,Sentiment is neutral for both
B08LQ8KKB9,100% verified are happier
B08LQ98YS1,100% verified are happier
B08LQLTF6C,0% non-verified are happier
B08LQPPHVV,100% verified are happier
B08LQS1QN1,0% non-verified are happier
B08LQS7FRN,100% verified are happier
B08LQSYNZV,100% verified are happier
B08LQWDQ9C,100% verified are happier
B08LR135VH,100% verified are happier
B08LR4VGTL,100% verified are happier
B08LR6MB66,100% non-verified are happier
B08LR8BSGQ,100% verified are happier
B08LR8VFNL,100% verified are happier
B08LR99XXD,100% verified are happier
B08LRHL28Y,100% verified are happier
B08LRLRRKM,100% verified are happier
B08LRWXMPD,100% verified are happier
B08LRZMS48,0% non-verified are happier
B08LRZWSRL,0% non-verified are happier
B08LS7BGY3,100% verified are happier
B08LS8Z2QP,100% non-verified are happier
B08LSDHPGL,100% verified are happier
B08LSFJDP3,Sentiment is neutral for both
B08LSN4V8L,0% non-verified are happier
B08LSSKSQL,100% verified are happier
B08LSWX62N,100% verified are happier
B08LT8JXNM,100% verified are happier
B08LTBM2K5,100% verified are happier
B08LTD1QP2,100% verified are happier
B08LTD99WX,100% verified are happier
B08LTD9Z3P,100% verified are happier
B08LTYJ8QC,100% verified are happier
B08LTYT6Y6,100% verified are happier
B08LV6S68D,Sentiment is neutral for both
B08LV6X2FC,100% verified are happier
B08LV7JKY6,100% verified are happier
B08LVF6MM6,100% verified are happier
B08LVGKYYG,100% verified are happier
B08LVHL3JM,0% non-verified are happier
B08LVHYZ15,100% verified are happier
B08LVJ1BYC,Sentiment is neutral for both
B08LVKGFMH,100% verified are happier
B08LVLSJJ5,100% verified are happier
B08LVM44VH,100% verified are happier
B08LVM5CFC,100% verified are happier
B08LVM6WYK,100% verified are happier
B08LVMR61L,100% verified are happier
B08LVP8RNN,100% verified are happier
B08LVPD1RM,100% verified are happier
B08LVRB74Q,100% verified are happier
B08LVTZR77,100% verified are happier
B08LVVBW5H,100% verified are happier
B08LVVTVF5,100% non-verified are happier
B08LVW8SZ4,100% verified are happier
B08LVWSGTQ,100% verified are happier
B08LVXBJCD,0% non-verified are happier
B08LVYBYQY,100% verified are happier
B08LW47M7Z,100% verified are happier
B08LW53BSW,100% verified are happier
B08LW5ZM7X,Sentiment is neutral for both
B08LX1BTZH,100% verified are happier
B08LX6FG65,Sentiment is neutral for both
B08LXBYST3,100% verified are happier
B08LXTLH5L,100% non-verified are happier
B08LYCV773,100% verified are happier
B08LYFLYR1,100% verified are happier
B08LYMG12W,0% non-verified are happier
B08LYN488B,100% verified are happier
B08LYQQPVV,100% verified are happier
B08LYT4Q2X,83% verified are happier
B08LYVX8WG,100% verified are happier
B08LYWPH8W,0% non-verified are happier
B08LYX2CLS,100% verified are happier
B08LYZRTQT,100% verified are happier
B08LZ1V1K5,Sentiment is neutral for both
B08LZ39PZL,100% verified are happier
B08LZH7QBG,100% verified are happier
B08LZHJTWN,100% verified are happier
B08LZJ8M9B,Sentiment is neutral for both
B08LZK3DVT,100% verified are happier
B08LZK6DWG,100% verified are happier
B08LZLRVF8,100% verified are happier
B08LZRBW8Y,100% verified are happier
B08LZSHQCF,100% verified are happier
B08LZTCSDD,100% verified are happier
B08LZVH6F8,100% verified are happier
B08LZVR4BN,100% verified are happier
B08LZVSRLW,Sentiment is neutral for both
B08LZY33RL,100% verified are happier
B08M162QHQ,100% verified are happier
B08M16KB8Q,100% verified are happier
B08M1DGKK4,100% verified are happier
B08M1GFK33,100% verified are happier
B08M1JZP9P,100% verified are happier
B08M1YFH8V,100% verified are happier
B08M256NMN,100% verified are happier
B08M25N9MG,100% verified are happier
B08M2S1P11,100% verified are happier
B08M376GCT,100% non-verified are happier
B08M39FNWV,Sentiment is neutral for both
B08M39S7PY,100% verified are happier
B08M3C1LPS,100% non-verified are happier
B08M3CFR9X,Sentiment is neutral for both
B08M3DF8TX,100% verified are happier
B08M3FFB2D,0% non-verified are happier
B08M3J1CFL,100% verified are happier
B08M3JV5WS,100% verified are happier
B08M3M7TVD,100% verified are happier
B08M3MKCGH,100% non-verified are happier
B08M3NZF6Q,100% verified are happier
B08M3NZHYQ,100% verified are happier
B08M3RC71R,100% verified are happier
B08M3VV2VV,100% verified are happier
B08M3X2874,100% verified are happier
B08M3XCML2,Sentiment is neutral for both
B08M3Y94KW,100% verified are happier
B08M3YJLL8,100% verified are happier
B08M3Z5K4D,0% non-verified are happier
B08M3ZVL6D,100% verified are happier
B08M41R4DJ,100% verified are happier
B08M427LZF,Sentiment is neutral for both
B08M48LMHZ,100% verified are happier
B08M4BLKR5,Sentiment is neutral for both
B08M4BXG11,100% non-verified are happier
B08M4DWPQX,Sentiment is neutral for both
B08M4DZ537,100% verified are happier
B08M4F2S97,Sentiment is neutral for both
B08M4H2DW6,100% verified are happier
B08M5BX9VK,100% non-verified are happier
B08M5BZC53,100% verified are happier
B08M5F7GFN,100% non-verified are happier
B08M5G8MQN,Sentiment is neutral for both
B08M5GMG8L,0% non-verified are happier
B08M5JR3PZ,0% verified are happier
B08M5LV7F3,Sentiment is neutral for both
B08M5QQQ43,100% verified are happier
B08M5S4FBR,0% non-verified are happier
B08M5TCS6G,100% verified are happier
B08M5THBY4,100% verified are happier
B08M5X3SQ8,100% verified are happier
B08M5XJQYV,0% non-verified are happier
B08M5Y6HXL,100% verified are happier
B08M5Z1PL3,100% verified are happier
B08M5Z2H4H,100% verified are happier
B08M61N48X,0% non-verified are happier
B08M62GCBZ,100% verified are happier
B08M62XR88,0% non-verified are happier
B08M644NQB,Sentiment is neutral for both
B08M64TXBV,100% verified are happier
B08M65WH19,100% verified are happier
